"Date";"Touristes";"Croisiéristes";"Nuitées touristiques";"Durée de séjour moyenne";"TouristesCumulJanvier";"CroisiéristesCumulJanvier";"Nuitées touristiquesCumulJanvier";"Revenu par chambre (RevPar)";"Coefficent moyen de remplissage des hôtels internationaux";"Chambres offertes";"Chambres vendues";"Passagers arrivés";"Passagers départs";"Indice général";"Inflation mensuelle";"Inflation en glissement sur 12 mois";"Inflation moyenne annuelle";"Créations nettes d'entreprises";"Nombre de salariés";"Commerce";"Construction";"Hôtellerie-Restauration";"Industrie";"Secteur marchand *";"Services";"Somme du chiffre d'affaires des 150 premières entreprises";"Valeur Imports";"Poids Imports";"DTI";"Valeur Exports";"Poids Exports";"DTE";"Mandatements";"Mandatements (cumul annuel)";"Consommation électrique basse Tension";"Consommation électrique moyenne Tension"
2015-11-01;15681;2665;206718;13,1827051846183;169467;34209;2401877;19842,2411534662;0,701673906277487;73899;51853;22240;22809;99,1261400682468;-0,0047635040636449;-0,00620945760158531;-0,00314000350538701;298;61344;111,445934735108;91,5476932476336;117,861831549946;97,096081390313;115,99118863784;138,734969060576;41531424893;18787269738;83084350;4195067855;1841225024;1311631;65385269;2665045028;15884797661;19852;18091
2015-10-01;17561;4307;249204;14,1907636239394;153786;31544;2195159;28261,1510691475;0,756773912008569;75621;57228;24461;25511;99,6005878733228;-0,00138014823242094;-0,00178577199788621;-0,00253310568234243;376;61153;111,100606343279;92,3070646791248;116,774816634429;97,146725502172;115,937493082045;138,529205949927;40245442746;11655907754;47360729;3664711580;787858343;3289696;25154317;2089820707;13219752633;19821;18213
2015-09-01;16927;2903;234527;13,8552017486855;136225;27237;1945955;25640,245785804;0,746173162717388;74866;55863;22668;23156;99,7382414309384;0,000480900675946971;-0,000908893399283572;-0,00239721413833616;399;61234;111,672755857369;92,9623585719677;116,162106394272;96,8777432470646;116,188064987755;139,524059918848;40929122351;13572413990;59214331;4136324388;738383842;2074604;27672423;2581801179;11129931926;18755;17549
2015-08-01;16463;2399;228306;13,8678248192917;119298;24334;1711428;28506,8914900844;0,739607556240692;76546;56614;28043;26907;99,6903002981397;-0,00963910469510365;-0,00538619823552577;-0,0023784341707274;355;61203;110,924992426905;92,4320407500383;115,802821070897;97,3642461741151;116,018339127351;139,46162170359;40369387258;13185781475;53073076;3978705755;695403418;1046201;27502763;1766092842;8548130747;19292;17266
2015-07-01;18060;2704;293880;16,2724252491694;102835;21935;1483122;27163,9068451523;0,727988368742305;76346;55579;30176;30174;100,660578149593;0,00762621339431591;-0,00410250214178198;-0,00138664732842485;289;60858;111,045840384371;93,3061312113044;116,138930526249;97,1721514091659;115,977353646506;139,30194129935;40132529776;14611908108;63337070;4135033046;1559041814;1308960;60499411;1375815065;6782037905;20090;17545
2015-06-01;16223;2420;249892;15,4035628428774;84775;19231;1189242;23648,0296933226;0,62491605546265;75943;47458;22337;24913;99,8987291234767;0,00104028167961556;-0,00173241447783212;-0,000739073245837265;370;61063;110,954521265991;93,0682889240831;115,57772961028;96,9449177918625;115,584552581131;138,143703869311;39598878211;13794261358;57377943;3881401347;1321727732;2978205;43851602;1616906229;5406222840;20781;17654
2015-05-01;14832;1872;216752;14,61380798274;68552;16811;939350;21668,8484300214;0,674391448845774;77931;52556;21540;23158;99,7949143024091;0,00111814824478418;-0,00138949383722664;-0,000656736677161586;295;60416;111,089199921102;92,3362356281729;115,054207781448;96,7792651600064;115,400428705831;138,052675223875;38508908937;12406065821;76498668;3724790762;690809832;2204177;15465430;653526719;3789316611;22040;18321
2015-04-01;13956;2662;190663;13,6617225566065;53720;14939;722598;19753,6357732541;0,614596498776454;74374;45710;22208;20914;99,6834534239291;-0,00362967935305858;-0,00911874686112457;-0,000436491913747524;313;60960;111,895952067152;91,598615729715;114,977260099405;96,3172050460948;115,559234506917;138,557387552883;38628355426;15083091651;69065303;4497513659;1370725498;2019571;57591832;1048709740;3135789892;21607;18406
2015-03-01;14472;3467;203332;14,0500276395799;39764;12277;531935;16907,12929306;0,568449647500162;77305;43944;19460;20830;100,046590467694;-0,000320501424321495;-0,00416672888888847;0,000813409431253048;470;60299;112,76122699594;90,5747768666347;115,031837982562;95,9514395023392;115,3954332054;137,798352993377;37026983563;13122566099;54246601;3892584342;877767637;1933491;23924137;1553033631;2087080152;22335;19584
2015-02-01;12949;3681;160841;12,4211135995058;25292;8810;328603;15928,9440743132;0,547663770838225;68144;37320;18107;19206;100,078665822634;0,00024497448392613;0,00055017469985863;0,00164435204068389;309;60355;112,326528066177;89,649862790047;115,896120439669;95,4190431275394;115,294010494926;138,107619928639;35068389772;10362601923;42358962;3235096072;1002120343;1684516;40754660;470393927;534046521;20360;18018
2015-01-01;12343;5129;167762;13,5916713926922;12343;5129;167762;16006,8214815993;0,483707179976668;75432;36487;24120;23106;100,054155107622;-0,00364635944856917;-0,0015097366384168;0,00194722736767295;305;60390;112,409406641974;88,3525461176038;116,766201987734;95,7977721315003;115,431741829405;138,468894253839;36881094719;11080712564;47719515;3087388053;389634546;1203015;4870755;63652594;63652594;21503;19667
2014-12-01;15169;4105;222770;14,6858725031314;180602;38681;2632780;17137,9812646068;0,539904709026818;77447;41814;22402;26039;100,420323703787;0,00676539904310669;-0,00192027268495132;0,00273142023321636;414;61639;112,262874205476;87,4119426509693;114,949643222666;96,8750706628692;115,290768412695;139,387627844417;46861758062;15264102352;57191179;4405501268;846367206;1364225;31602653;3479031204;17430807759;21498;21015
2014-11-01;14646;3188;202977;13,8588693158542;165433;34576;2410010;18323,3357272265;0,663295230895559;76723;50890;21658;24025;99,7455055559451;-0,000333382049478526;0,00107331627494966;0,00379465425969206;314;61467;112,444739520125;88,2624896371281;114,151067830276;95,9570545575122;114,666166996057;137,805845438935;37886885237;14500898646;54356802;4040402649;1487018063;1382836;63692732;1550270191;13951776555;19893;18381
2014-10-01;17546;5254;261314;14,8930810441126;150787;31388;2207033;24480,1385484076;0,725250602715391;78810;57157;24125;24500;99,7787700067844;-0,000502913314714526;-0,000155073469810918;0,0042443503967161;386;60687;110,618209005624;88,1888972536135;113,786572074285;96,4956825546951;114,010076265092;136,51408244935;47616883115;13411736795;67486245;3656462143;1085640683;1979694;36555562;1826533058;12401506364;20266;18717
2014-09-01;15500;2285;228835;14,7635483870968;133241;26134;1945719;24233,6749708873;0,726013058212412;76427;55487;21807;21950;99,828975327671;-0,00400263235279286;-0,000683533787978474;0,00502809124089509;428;60597;110,56680054993;89,083130827398;113,292255315977;96,3459356886631;113,973531346924;136,442432854123;40889636247;13588027802;59608570;4430009947;770293962;2055243;26921702;2099012423;10574973306;19079;17844
2014-08-01;14603;1501;213219;14,6010408820105;117741;23849;1716884;25571,1569999363;0,720932900019117;78465;56568;27424;25699;100,230159808044;-0,00836089760563419;0,00651524387210478;0,00613747057258955;274;60669;110,554942112376;90,0022572685692;112,574657212426;96,1407844495906;113,997015651256;136,689641327612;39559576807;12999012339;55815044;3900054918;1637603970;3351999;57292216;1449104450;8475960883;19327;17038
2014-07-01;17656;1811;275515;15,6046103307657;103138;22348;1503665;24593,7383593999;0,70207468879668;78325;54990;28014;29140;101,075239536272;0,0100242136537545;0,00366838684926907;0,00642894189389028;344;60214;110,01621911379;90,7222056268001;112,001989058855;96,4239356120898;113,968647864081;137,094762597407;40048836969;15231930694;57054561;4154937320;1616221977;2191795;62460264;1833522943;7026856433;19922;16922
2014-06-01;14650;1560;232460;15,8675767918089;85482;20537;1228150;20451,1211276089;0,613585775263833;76374;46862;21772;24422;100,072095470497;0,00138415478502729;-0,000744375653723983;0,00712745951601037;330;60734;110,015022539696;91,6656359570641;112,198757797647;96,3808935559464;114,213606451156;137,424969882733;38245501784;12707611350;51046496;3746778569;748220508;1619503;25417049;994455011;5193333490;20464;18515
2014-05-01;14853;2319;207243;13,9529388002424;70832;18977;995690;19651,2359983063;0,678021992121842;77937;52843;20861;22634;99,9337716622646;-0,00663051394817982;0,00125344332374211;0,00878439851266668;288;60345;110,048734910148;91,4972517028587;111,86461779025;96,8569467437029;114,086861948041;136,746471617268;37792875374;12811653689;54180612;3370810633;775019348;1258013;27675628;1726940817;4198878479;21559;17630
2014-04-01;15737;4241;222729;14,1532058206774;55979;16658;788447;18492,6705681638;0,617309421784902;75612;46676;22706;21633;100,600806714383;0,0013497707265715;0,00588006927888229;0,0102323113617141;302;60403;109,775891892823;91,6539063108123;111,836626330141;97,8699324055227;114,181737802627;136,643948802604;36737333238;12553707404;64363238;3629155185;1023762377;1074283;36793115;753930299;2471937662;21595;19111
2014-03-01;15410;4471;221322;14,3622323166775;40242;12417;565718;15688,8767257504;0,571224980595249;78589;44892;20430;21692;100,465201726054;0,00441462035883333;0,00580458242428161;0,0113021457435169;408;60320;109,543700616785;92,9904609567023;110,070295696417;98,0637596907429;113,857795117935;136,301010191963;36741378120;12438158600;60368308;3584552484;1229732302;2410710;49783555;797285752;1718007363;21500;19501
2014-02-01;12410;3464;170996;13,7788879935536;24832;7946;344396;13723,5895460455;0,519640930592824;72298;37569;18173;18603;100,023635349077;-0,0018143085146608;0,0041846786237274;0,0125201470634478;367;60071;109,602738671637;94,0641570457066;110,652172306105;98,354291727102;114,058398071813;136,041428820384;33754473487;9961638557;38021468;2889572852;966642117;763612;41071600;836691796;920721611;19513;18436
2014-01-01;12422;4482;173400;13,9591048140396;12422;4482;173400;13766,7835717754;0,481154981136304;80313;38643;22898;21333;100,205438930143;-0,00405601700813829;0,00790057774810404;0,0137972849307313;322;59942;109,327420130547;94,488190145281;111,467380553496;98,3078806646255;113,943914116549;135,107574808746;35177442789;13027170729;66351576;3656766144;631416228;1209252;14832740;84029815;84029815;20885;19233
2013-12-01;13832;2905;218127;15,7697368421053;164393;27044;2311123;15505,9785323003;0,51180723486157;81052;41483;21230;23751;100,613529115485;0,00978503935971098;0,0108385356327572;0,0145110506627035;246;61136;109,487744031098;95,1125422657004;110,985387297806;98,2983069862643;113,916243881406;135,458875886829;44603982764;20497244490;85910441;4702542073;871707191;2444719;35083795;2522771086;12372154464;20988;19144
2013-11-01;12953;2101;182538;14,0923338222806;150561;24139;2092996;17032,3209966104;0,63377568760866;79951;50671;20041;21041;99,6385618658819;-0,00156004567311741;0,00646966991923814;0,0146286333256431;286;61088;109,773059447755;95,1459683221358;111,102900141534;98,2192613343519;114,052573548736;135,348029932305;37756622278;12472471032;63997644;3480939739;1527081241;1345430;58895250;949936364;9849383378;19526;17567
2013-10-01;14576;1951;203169;13,9385976948408;137608;22038;1910458;21043,2927030895;0,667592044220709;81048;54107;20838;21470;99,794245446693;-0,00103118978481698;0,00924981666033697;0,015412981309597;394;60913;110,124633485389;96,3866747967088;110,629648773357;97,5518637804347;114,224707818465;135,373956466964;39936597630;14096695643;65276014;4269373971;1165732524;1825578;42035265;1005155425;8899447014;19672;18878
2013-09-01;14175;1667;193764;13,669417989418;123032;20087;1707289;22315,98308304;0,698748955352394;78974;55183;21688;21776;99,8972584791679;0,00317223551153711;0,012629018192355;0,0156289554330447;348;60434;110,273600154068;95,2902640038566;110,908436950087;97,6197540749908;114,074432173082;134,741514801478;41290257827;12436129738;52846571;3477167772;733136143;2050314;29749925;1894176254;7894291589;19400;18194
2013-08-01;14655;1922;195812;13,3614466052542;108857;18420;1513525;23720,6341225919;0,696799004079822;81131;56532;26338;24513;99,5813629433518;-0,0111656785167602;0,0100128997277136;0,0154242647385723;276;60537;110,633050349447;95,7752874772007;111,725711876857;97,382254990386;114,228609109216;134,785190141204;37787825898;11865904712;53084531;3058522795;1063195145;1156826;39520655;896502319;6000115335;19984;15452
2013-07-01;17289;2076;264263;15,2850367285557;94202;16498;1317713;23691,7191358406;0,690684826537801;80911;55884;28267;27265;100,705811661129;0,00558350690685994;0,0120505983147101;0,0152406750803625;333;60013;111,294537262791;95,3266198551861;111,875520462778;97,2263598825299;114,484078214842;135,035462646704;42065433462;15296342485;71161400;4685908870;932756651;1316316;33828435;924554900;5103613016;21060;17761
2013-06-01;15120;1930;226755;14,9970238095238;76913;14422;1053450;19041,0745767921;0,620022024739417;78094;48420;21351;24088;100,146642192747;0,00338622934875299;0,0191388923061517;0,014829157234356;436;60703;111,423364322438;94,8710145045;112,991858338058;97,7263340705991;114,813313686783;135,731519856645;35847194480;11757935615;51031883;3310622076;923472971;1993846;31881170;937051746;4179058116;20709;19303
2013-05-01;13534;1949;176481;13,0398256243535;61793;12492;826695;17831,1898541365;0,634707480837893;82063;52086;20050;21188;99,8086671547679;-0,00204031845086883;0,0186283975123112;0,0136971923474359;263;60591;111,124419768475;94,9021324336036;112,066576223436;97,6326520637364;114,763034849893;136,16556638639;37939274674;12207285871;54839595;3355146064;925858446;2366239;32893600;751466498;3242006370;22156;19547
2013-04-01;12011;2394;161081;13,4111231371243;48259;10543;650214;15274,0714888366;0,561458739973052;79411;44586;21805;20128;100,012724962831;0,00127462385085919;0,0187180818605159;0,0126827183944764;325;60973;111,450383927588;96,2706033604577;111,141904574191;97,3032051746455;114,633030033705;135,870819409273;37853984182;14886163579;65702521;3988091239;784772140;1083406;22091200;1345560157;2490539872;21282;19746
2013-03-01;13897;2172;181606;13,0680002878319;36248;8149;489133;14608,6831866605;0,552606263583568;84201;46530;18933;20384;99,8854086386276;0,00279695516891176;0,0204205982634522;0,0124133831248808;352;60739;111,25980139865;97,9426663899032;112,358494383139;97,8868745920121;115,420921282032;136,071764926569;36631507161;10170247100;43356355;2969896787;1206469889;2295832;33608735;293369269;1144979715;22010;19178
2013-02-01;11177;2257;143304;12,8213295159703;22351;5977;307527;14284,4307001007;0,49966428220954;77446;38697;17530;17195;99,606812848572;0,00187939187323938;0,0195103330311295;0,0119293616330888;366;60517;111,378496145019;97,5149125326174;110,852749503877;98,2477960446566;115,264299520471;137,041955626765;35226571264;12053459424;48486521;3187987288;955527720;1363347;43439695;646846408;851610446;19789;20342
2013-01-01;11174;3720;164223;14,6968856273492;11174;3720;164223;11853,5645747575;0,471642473700681;83082;39185;22695;20051;99,4199637766125;-0,00115291173952026;0,0164657665317709;0,0116691469818591;323;60893;111,5754743451;98,2114010425461;110,349197166031;97,3465934031268;114,728371283926;135,139154385903;37252089971;13768910673;66288163;3639735412;820340755;1889637;20673900;204764038;204764038;21448;18804
2012-12-01;15262;2784;217413;14,2453806840519;168978;25296;2376911;14551,835750215;0,521551673361684;84889;44274;21392;23507;99,5347185220864;0,00542072687955653;0,0122495275880319;0,0116515570770811;273;61571;111,726617601537;98,1002741156268;109,529419134022;97,5162659500189;114,396162272103;135,062687362572;42023802110;12316314530;50626544;3641374205;1147929335;1690598;47416615;2134580743;11106560497;21509;20930
2012-11-01;12470;776;175165;14,0469125902165;153716;22512;2159498;13645,9877140435;0,573450127154563;88475;50736;18985;19542;98,9980769851486;0,00119792077949077;0,0158818457266849;0,0121581957271873;297;61599;111,95992135314;101,104873551277;110,27229493432;97,5096482959859;115,412182069088;136,044916126238;38309996586;14175638936;65460976;4035906220;1265641213;2436350;50647680;1740575090;8971979754;19066;19793
2012-10-01;15519;2061;217499;14,0150138539854;141246;21736;1984333;18059,559015521;0,632319238831746;92069;58217;21273;21213;98,8796270252668;0,0023135885626171;0,011841506141709;0,0121878149249485;395;61624;113,289547692535;99,5186589768884;111,331112774242;97,7228662158958;115,697385056654;136,042163200629;43475405311;13847996990;57725345;3883211433;1008990695;3453259;28133585;904424313;7231404664;21153;19962
2012-09-01;15944;1817;210380;13,1949322629202;125727;19675;1766834;19986,4843812552;0,687339151520697;87427;60092;21786;23073;98,6513883016059;0,000580548564601546;0,0101727298586871;0,012594656864002;384;62015;112,466587098262;99,9810588409694;112,025492108419;98,36752656453;115,763268451987;135,496932799619;39304227251;11889061266;51972213;3519855421;713813781;1138556;29206510;915794527;6326980351;20890;18865
2012-08-01;16002;2011;215835;13,4880014998125;109783;17858;1556454;22385,1138114329;0,707509347267895;88796;62824;27503;25452;98,5941496095719;-0,00917070766024619;0,00780982382919548;0,0128138362507762;366;62379;113,080886769202;99,7377839827355;111,476896814976;99,5680431778441;116,033115502965;136,210075656427;40415260219;16358308924;72986168;4066345478;1466796792;1138224;72285090;858660822;5411185824;20003;17692
2012-07-01;16979;1882;254932;15,0145473820602;93781;15847;1340619;19695,0631348579;0,656980535629414;90473;59439;28017;27795;99,5066964327939;0,0126265060827611;0,0071123841626326;0,0132691495536059;369;60659;112,035957324905;100,372089869794;111,613665920603;99,3741749663157;115,585254422847;134,827845688677;38153256197;14085959320;59529794;3801055628;1077886105;1490710;30637610;1276016594;4552525002;21356;18531
2012-06-01;14940;2228;233417;15,6236278447122;76802;13965;1085687;16942,2399825233;0,575190001494717;86973;50026;21145;24027;98,2659409318892;0,00288362518933893;0,00555531366311013;0,0142366352781253;328;61840;111,794575035335;100,737898922125;112,651581541433;99,4327337023081;115,754331076573;134,990660049156;38272339193;12999079428;54055846;3659739394;965415744;2201867;33063250;421412269;3276508408;21002;17878
2012-05-01;13879;2165;182550;13,1529649110166;61862;11737;852270;15645,3666481872;0,584887459807074;90190;52751;19960;21150;97,9833935501112;-0,00195245386375065;0,00645471007679732;0,0158323233218409;344;61650;111,863225371002;101,217290827582;112,499469630492;99,3080497828828;115,986559088551;135,66851872336;36259490144;13738447152;60073867;3761571514;828852712;2009071;37712280;427364179;2855096139;21803;20079
2012-04-01;13147;2334;177129;13,4729596105575;47983;9572;669720;13142,9723990047;0,524395977387136;87207;45731;21590;20348;98,1750758562908;0,00294798815184105;0,0154860586253682;0,0176469564973696;321;61642;111,844488929401;102,115775495022;113,441210693151;99,2244281751383;116,378078783225;135,931500157355;36886302696;12852592290;68241933;3619673116;793399539;1021179;33980695;338480604;2427731960;22135;18699
2012-03-01;13075;2006;182603;13,9658126195029;34836;7238;492591;11209,7910116866;0,48444201824846;89761;43484;18026;19387;97,8865075916854;0,00190241109079081;0,0146123403619491;0,0180680361071388;367;61718;111,857982586369;103,140843723215;112,78066001031;99,945111499628;116,600923632218;136,450789125376;35874247090;11766218527;59183732;3364108000;1263344051;6119350;39733095;1276546334;2089251356;23565;20931
2012-02-01;11523;2259;156627;13,59255402239;21761;5232;309988;10462,8595839525;0,464185476072549;84798;39362;16554;16578;97,700640809033;-0,00111252329825895;0,0163877572163724;0,0184462609837269;558;61825;112,145277886946;104,384817584684;112,947013777168;100,527471006715;117,278546372013;137,495524115404;33447942414;12573121385;59901643;3522630073;933050269;1276217;38122230;666878235;812705022;20889;20390
2012-01-01;10238;2973;153361;14,9795858566126;10238;2973;153361;9711,64468602008;0,397554886308931;89321;35510;22653;19800;97,8094561077429;-0,00529606946408734;0,0162546876744347;0,0186174438051549;341;61816;112,18228890285;105,112305529917;112,914395529822;100,849617948495;117,299101807535;136,974083281348;33165996798;11823996329;48734228;3105460784;345676423;1014371;7473755;145826787;145826787;21453;17702
2011-12-01;14106;2693;221544;15,7056571671629;162776;26344;2280079;11403,1160023337;0,473079929108462;90843;42976;20321;23846;98,330219782128;0,00902854080654736;0,0183291913893069;0,0187397654704765;239;63125;112,369929885056;106,11748156483;112,326518019107;103,777006183264;117,376680208438;136,116110907497;48055252443;13383552219;58966066;4373951501;1300001102;2335201;55008725;2624748005;15252096037;20828;21646
2011-11-01;13086;1434;182554;13,9503285954455;148670;23651;2058535;12899,643832208;0,565048236238818;88419;49961;18842;19151;97,4503850045011;-0,00278401827054453;0,0162372760998186;0,0186470785048739;405;62565;112,284111035792;105,436961910792;112,274518203702;102,029163401251;116,87360642264;135,312479350736;37287980442;14393045241;73246139;3999054175;1226261526;1526748;47429100;1293728031;12627348032;18886;18306
2011-10-01;14519;2016;202853;13,9715545147737;135584;22217;1875981;15841,2381652584;0,595489959398661;91130;54267;20681;20845;97,7224460798297;0,000660526166391007;0,0167236094103511;0,0187776163688706;424;62430;112,339158151398;104,458533846833;112,067741647301;102,005343409569;116,745314618269;135,747400688324;40575870293;12449308490;61004542;3355204384;912490081;1175603;50831485;295148681;11333620001;21747;19902
2011-09-01;14402;1801;189932;13,1878905707541;121065;20201;1673128;17575,3732445825;0,628913296645583;87586;55084;20560;21676;97,6579404548034;-0,00175992028920124;0,012802882499978;0,0189959212024215;465;62476;112,420469276144;107,938385467542;112,022669209523;103,195996716031;117,828275375276;136,490373284211;40996879586;12729593613;53577713;3570665399;914701143;1396114;38643830;2229564810;11038471320;21399;18676
2011-08-01;15372;1873;201380;13,1004423627374;106663;18400;1483196;19741,7321633301;0,668279830672899;90712;60621;27552;24143;97,8301136567227;-0,00985639620478185;0,0132735834631521;0,0197184361713869;361;63097;113,132629114168;109,784095753573;112,59336113023;104,305842391168;118,283468576108;136,095174309985;38482853224;13715373177;64617379;3910933887;1192521523;1798400;53363695;1975454692;8808906510;20577;17912
2011-07-01;16858;2231;258100;15,3102384624511;91291;16527;1281816;17950,7457073133;0,613829352591071;90561;55589;28190;28949;98,8039646792043;0,0110609103414605;0,0187222128568652;0,0204067556780998;313;62673;112,736882729991;110,403233819321;113,087266985299;104,510682986885;118,565979729309;136,488396803524;39471402247;13307867697;59363616;3579251630;786491587;1452900;26436880;304673907;6833451818;21090;17642
2011-06-01;14424;2125;212314;14,7194952856351;74433;14296;1023716;15513,1415151789;0,559023862149849;88676;49572;20562;22956;97,7230586887546;0,00378063197114886;0,0247035701876972;0,0209311351140274;318;63508;113,04874285558;112,117848635584;112,114515664985;104,493463898036;118,98107494462;137,114877056367;35549144764;12222105872;59128766;3452042849;908783981;5282237;39410180;1260818946;6528777911;21103;18097
2011-05-01;12838;1651;170558;13,2854027107026;60009;12171;811402;13268,3164012147;0,534814620611304;91542;48958;18988;19695;97,3549952810441;0,00700345360725163;0,0282303081831417;0,0197823737084139;298;63395;113,540439167961;113,823854724044;112,631654389576;105,446854906095;119,472148301293;137,233404059081;38014006758;13697794415;71460923;3732518010;785490976;2176128;29081755;2026442645;5267958965;22169;19796
2011-04-01;12458;2242;170466;13,683255739284;47171;10520;640844;11442,4662899112;0,479604626616237;90952;43621;20482;19844;96,677915981621;0,00208505757089927;0,0205390139425992;0,0181371181696232;273;63472;113,675888693129;113,833084782485;113,188907647095;105,03528088724;119,636567017409;137,319684475013;33598043150;11824410629;56243494;3316310473;795125333;1632692;32822659;1154036778;3241516320;21817;19510
2011-03-01;12304;2447;166861;13,5615247074122;34713;8278;470378;10706,1946522225;0,478462728914109;93048;44520;18211;18807;96,4767563902936;0,00365558750741446;0,0191510388810059;0,0172455583433747;308;63594;114,450809246051;113,425361811695;114,294949807516;104,451179592177;120,025899850341;138,002810444089;35715461354;14226312063;72731953;4098380162;1096432509;1485296;45277855;485954270;2087479542;22514;20263
2011-02-01;11038;2272;146017;13,2285740170321;22409;5831;303517;9457,1575334387;0,448750914109127;84782;38046;17057;16962;96,1253617188485;-0,00124330163362196;0,0184419510735079;0,0162552631838041;354;63394;114,739791319279;115,013751898051;113,322279919621;104,152796720724;120,271193785363;138,524696824187;32511956420;11286311820;51623198;2891203738;1054227064;1324722;56798450;1601525272;1601525272;20411;18434
2011-01-01;11371;3559;157500;13,8510245361006;11371;3559;157500;9073,16772837304;0,406060219985561;94188;38246;23204;19248;96,2450233135622;-0,00326555779794502;0,017722547658295;0,0148914679897051;293;63496;115,094041028675;113,020666082393;113,654849366412;105,318247931539;120,651889289407;139,65584231727;37817428805;10758478988;51575925;2983564935;362256908;545752;21055770;0;0;22270;20219
2010-12-01;13798;3025;216737;15,7078562110451;153919;24704;2166264;10285,5000656383;0,453265507056121;91410;41433;20234;24553;96,5603467067227;0,00695573149312367;0,0172169478020749;0,0130906448798672;299;65010;115,235826456812;113,940663713144;113,930749406621;105,097502761922;120,953976688101;140,381939107071;46472610093;14034302194;68965084;4436713382;947483234;2167651;35885217;0;0;22764;21867
2010-11-01;12784;2170;166163;12,9977315394243;140121;21679;1949527;12566,4877748262;0,589860396767083;88465;52182;20541;20360;95,8933383928825;-0,00230678784304872;0,0178037304677794;0,0109773749956147;298;64742;116,050625710718;113,231910994086;113,733061714873;105,352776598204;121,185241898696;140,762182665825;37692883862;13259130344;63400024;3751619851;1147278183;4194288;51095505;0;0;21361;19852
2010-10-01;16092;4098;227127;14,1142803877703;127337;19509;1783364;14901,2960045763;0,655724720584353;90904;59608;23747;24103;96,1150554342923;-0,00319825769264048;0,0193432674129614;0,00858616637722356;325;64800;115,947672992331;113,824553742135;114,837978286597;105,497073655291;121,720561780318;142,126950224215;43090866039;12219542660;59915519;3688827485;966234348;1222169;48562655;0;0;22057;19626
2010-09-01;15160;1750;193649;12,7736807387863;111245;15411;1556237;16297,0254535904;0,638265741612134;91382;58326;20846;21622;96,4234424508616;-0,00129598740046466;0,0214730621275636;0,00588886048468205;358;64410;116,590851831956;113,792256423131;114,585681944933;104,604060270752;122,016283244683;142,551474328115;38415995358;13753049803;70643675;4175796535;1072834819;1613182;60633245;0;0;20955;19111
2010-08-01;15087;1809;194634;12,9007755020879;96085;13661;1362588;18001,3150809417;0,656747960606957;94636;62152;28358;25389;96,5485681787542;-0,00453214258593515;0,0215334175437067;0,00318871320915607;325;64816;116,468381496334;115,332020334112;114,738745851842;104,093673316546;122,088598937037;142,343786759997;39231024183;13630242560;64999980;3842223635;890980929;1241481;40555690;0;0;21895;18477
2010-07-01;17790;2256;263328;14,802023608769;80998;11852;1167954;16859,3646204002;0,650870426796787;93862;61092;29617;29759;96,988132223133;0,0169972848620763;0,0250147660879958;0,000644351648949835;328;64324;116,617067335971;116,001877925104;115,166400712609;104,389814036826;122,304804671208;142,253947905049;41646040698;13969875800;70259058;4020451857;1064153168;3775930;37021260;0;0;22280;18603
2010-06-01;12119;1777;193586;15,9737602112386;63208;9596;904626;11694,9612847163;0,50463645822614;87459;44135;18295;20705;95,3671496146486;0,00723535916919649;0,0109184333203358;-0,00266807342237699;337;64913;117,01720243029;116,656812430238;114,802793810073;104,55143725631;122,211008687755;140,818482433581;35811674208;12348826391;58342441;3610182460;1096473171;1658198;64217729;0;0;22947;18388
2010-05-01;11525;1045;154099;13,3708459869848;51089;7819;711040;11012,8136375714;0,513053009166999;90324;46341;18791;19707;94,6820906816762;-0,000529061045639101;0,00848724171765314;-0,00334605352265779;305;64639;117,422242530267;116,258787882707;115,870679491553;105,030412284175;122,463520067212;141,114982180319;36665104488;13824746181;79545258;3998729964;508909695;679087;34469404;0;0;24536;21808
2010-04-01;10271;1543;136914;13,3301528575601;39564;6774;556941;10053,2711889531;0,476812734466756;87699;41816;21328;18416;94,7322098036506;0,000722180649486592;0,00984029602761738;-0,00341816226857564;333;64717;117,704330496813;116,045724220338;115,954074717536;105,357272282828;122,601035422149;141,424785425089;35182440659;11967036397;48774737;3570919165;1004692266;713260;57707405;0;0;23570;20385
2010-03-01;10547;1546;150554;14,2745804494169;29293;5231;420027;8033,63245921719;0,403541005511943;89805;36240;15728;18195;94,6638454062922;0,00295728086504465;0,00726749696615769;-0,00358398955856016;360;64550;117,572363787561;118,382632404009;116,500121918209;105,807654614215;123,016648631244;141,006366811907;37952494210;15214903260;75077652;3980172973;542635927;1091388;32466615;0;0;24558;21167
2010-02-01;9730;2200;127246;13,0776978417266;18746;3685;269473;7326,90931050973;0,386386766887791;81553;31511;16089;16007;94,3847232702127;-0,00194879984980834;0,00207640874432058;-0,00326010379414921;288;64266;117,327480515465;117,874124451672;117,329500458444;105,906370992995;122,944410312027;140,645423230633;30829953252;10167318832;48912890;3024759580;828181102;1052202;47121640;0;0;22182;20532
2010-01-01;9016;1485;142227;15,7749556344277;9016;1485;142227;6997,91900924507;0,339674692243041;101135;34353;21805;17974;94,5690193609398;-0,00376073086041318;-0,00388732965976002;-0,0015984299031476;323;64451;117,115968440244;120,407290273369;117,555200940331;106,069558044266;123,031988654603;139,996661568025;33916827528;10944156558;64706486;3191686333;981577154;3047467;31999060;0;0;23834;20458
