,Provenance,2022,2022,2021,2021,2020,2020,2019,2019,2018,2018,2017,2017,2016,2016,2015,2015,2014,2014,2013,2013,2012,2012,2011,2011,2010,2010,2009,2009,2008,2008,2007,2007,2006,2006,2005,2005,2004,2004,2003,2003,2002,2002,2001,2001,2000,2000,1999,1999,1998,1998,1997,1997,1996,1996,1995,1995,1994,1994,1993,1993
,,Valeur,Poids,Valeur,Poids,Valeur,Poids,Valeur,Poids,Valeur,Poids,Valeur,Poids,Valeur,Poids,Valeur,Poids,Valeur,Poids,Valeur,Poids,Valeur,Poids,Valeur,Poids,Valeur,Poids,Valeur,Poids,Valeur,Poids,Valeur,Poids,Valeur,Poids,Valeur,Poids,Valeur,Poids,Valeur,Poids,Valeur,Poids,Valeur,Poids,Valeur,Poids,Valeur,Poids,Valeur,Poids,Valeur,Poids,Valeur,Poids,Valeur,Poids,Valeur,Poids,Valeur,Poids
72,Corée du Sud,6991106.0,426380.0,19712246.0,199162.0,21677087.0,1042518.0,37698496.0,750700.5,55819839.0,1110826.0,17503630.0,786913.0,49649825.0,805467.0,80556239.0,724855.0,25040193.0,172033.0,18495066.0,391555.0,39151748.0,192497.0,47378278.0,134432.0,34370782.0,112013.0,35765135.0,112598.0,56079425.0,154925.0,33554107.0,183038.0,56841318.0,128114.0,61754273.0,110070.0,48352626.0,221621.0,76048246.0,335812.0,165460876.0,270865.0,49792845.0,104043.0,27083460.0,73984.0,30324286.0,91875.0,44891200.0,64794.0,244765655.0,122612.0,227914218.0,115116.0,201138805.0,63698.0,242333860.0,202043.0,165401376.0,165207.0
73,Hong-Kong,2873901122.0,21076.631,2735522835.0,41200.87699999998,1098425097.0,31700.931,3154666967.0,30781.436000000005,4379765802.0,44171.0,4775429184.0,54624.0,3587295476.0,54050.0,3448799799.0,75696.0,4401876861.0,196286.0,3735897536.0,241918.0,3555075701.0,162681.0,3820694697.0,417786.0,4129760120.0,195476.0,4582155311.0,244953.0,6703916820.0,845826.0,5688170057.0,650149.0,5994095813.0,610417.0,5662394744.0,460660.0,3756790422.0,324090.0,3241410305.0,571668.0,6416860828.0,347969.0,6390834340.0,416411.0,6014823670.0,409901.0,3580274484.0,517156.0,1566590080.0,153519.0,920371079.0,183100.0,1227045797.0,12978.0,830006964.0,1379.0,149445012.0,2637.0,176730706.0,817.0
74,Inde,8630716.0,1610890.0,25644110.0,5499030.0,4577631.0,648260.0,1914913.0,18501.0,1530512.0,17120.0,3273169.0,36204.0,5162047.0,54062.0,7789057.0,73944.0,6536361.0,74206.0,5801127.0,74088.0,5608764.0,69040.0,7536103.0,71908.0,4420933.0,35927.0,1944280.0,17149.0,5337911.0,31920.0,8301646.0,17784.0,8054738.0,45757.0,6662525.0,150660.0,11515600.0,24007.0,2507849.0,594845.0,1939513.0,78930.0,945070.0,37740.0,,,,,,,,,,,,,,,,
75,Indonésie,16504187.0,123078.5,2625000.0,17420.0,2733453.0,10000.0,12497064.0,69581.0,19143841.0,107005.0,24528138.0,122319.0,88241015.0,1926592.0,24129930.0,2552005.0,29058857.0,2121491.0,12306523.0,399880.0,4394804.0,36720.0,756048392.0,82540.0,16861574.0,84893.0,12713387.0,84352.0,6484630.0,16334.0,12130242.0,10299.0,5296595.0,179145.0,8598798.0,51853.0,2022565.0,16625.0,4461829.0,29313.0,12080014.0,230203.0,2626382.0,15500.0,247588.0,297648.0,3013641.0,15500.0,67820.0,39.0,6690660.0,201.0,6000.0,1.0,,,,,,
76,Japon,1945530656.0,170054.1798999999,1960213416.0,494966.563,1159400291.0,505075.216,1757907649.0,598431.9440000003,2946778149.0,439622.0,3195557969.0,476335.0,2865885517.0,499061.0,3680753823.0,552557.0,4231735919.0,562159.0,3989403889.0,227706.0,3593395223.0,286712.0,2988697053.0,290440.0,2777057536.0,271794.0,2668768535.0,306692.0,2292764558.0,358117.0,5298115798.0,368143.0,5178552794.0,383009.0,5723186757.0,408106.0,5416401028.0,492023.0,4789919897.0,342039.0,6546433055.0,426167.0,6041923718.0,314619.0,10594055871.0,341143.0,11364996111.0,252159.0,9899049396.0,255235.0,8810819048.0,1153614.0,10353129450.0,360155.0,7101112550.0,441491.0,10202405129.0,337145.0,6448236462.0,334295.0
77,Kazakhstan,,,41765.0,2.5,,,,,,,5058.0,6.0,,,,,95000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Laos,,,,,,,,,168017.0,25.0,152190.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Malaisie,2200000.0,233150.0,4956681.0,513605.0,5329394.0,577461.0,4124631.0,416262.0,2300000.0,267390.0,4300000.0,487090.0,1100000.0,124630.0,1527674.0,88276.0,202653.0,9.0,9865202.0,532400.0,3394954.0,258635.0,800000.0,81850.0,2300000.0,476160.0,6765266.0,529181.0,,,20594.0,1.0,366960.0,870.0,8353100.0,4950.0,6302064.0,518065.0,4284354.0,324020.0,8370442.0,748805.0,2539664.0,205014.0,315921.0,303.0,829419.0,796.0,302840.0,291.0,395200.0,380.0,,,3429920.0,2.0,,,,
80,Maldives,,,,,,,,,,,,,,,,,,,,,,,,,13101000.0,15000.0,602974.0,130.0,,,,,,,,,,,1071000.0,970.0,,,,,,,,,,,,,,,,,,,,
81,Pakistan,,,,,,,,,,,,,,,,,99121.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Philippines,77194451.0,264397.01,1939205.0,5129.0,1938667.0,17392.672,1031939.0,15320.0,1340252.0,243.0,5966.0,15.0,822536088.0,2377705.0,6358912.0,37094.0,9575880.0,73877.0,2814291.0,18054.0,6185989.0,48120.0,8622736.0,46738.0,13518409.0,105265.0,7763658.0,28361.0,50793473.0,92587.0,100645809.0,251367.0,32328671.0,207754.0,30182786.0,219388.0,12703231.0,84763.0,48072269.0,258454.0,19413553.0,189566.0,4005732.0,50851.0,3780893.0,3.0,,,,,549015690.0,22461.0,268007880.0,4893.0,6312630.0,1.0,552660.0,1.0,2155100.0,3874.0
